Threshold,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1,47.5875,14.7254,7.13627,3.37877,2.0488,43.8913,11.2876,4.27307,3.363,1.79881,7.53875,39.653,32.7196,38.9925,9.37191,58.2944,19.5521,8.0877,3.92065,1.4396,52.8526,10.5967,9.8583,4.94726,1.30838
1,69.0003,17.2659,7.44102,2.75092,2.2148,60.1564,12.0008,4.90313,3.48424,1.76617,12.6037,15.7278,8.11176,24.505,4.31812,82.2674,21.8511,12.402,4.38827,2.06847,82.9253,12.9081,10.7466,4.23129,2.02956
1,33.2431,9.74567,5.58654,3.2288,2.35997,31.3159,5.45031,4.86703,2.97119,1.95389,12.416,7.75734,12.3334,5.74351,3.87109,35.8874,17.0096,11.2441,5.31092,2.35007,33.4809,9.79707,8.01914,4.63577,1.69205
1,15.8575,5.5293,4.92475,6.93856,2.05631,15.5578,3.62463,6.14624,4.78991,2.33845,4.67237,8.32221,16.9571,9.28771,6.44905,22.8421,11.4715,4.7676,5.99032,2.9918,17.6743,6.01363,5.77539,5.90079,1.63173
1,23.055,7.71614,9.00864,7.46393,2.09775,29.0542,4.91608,9.89698,5.33974,2.27951,5.25311,5.15532,5.42475,9.51833,6.55323,14.6774,9.05929,8.55117,5.94553,1.95548,33.1608,9.43099,7.64235,5.09881,2.0318
1,32.7556,12.1304,12.0228,3.90031,2.69396,40.3958,6.36578,8.41736,2.29484,2.37738,12.5265,4.46923,4.04376,5.32959,8.16864,12.1196,17.5963,11.3653,4.61829,2.09125,42.381,17.1396,10.4258,3.33424,2.59789
1,43.2006,17.5753,12.19,3.02989,2.97116,38.4849,9.91928,7.90638,2.31047,2.30673,19.9794,18.59,16.151,10.0028,19.6114,25.4948,23.6767,9.82912,4.14005,2.26143,37.351,19.545,12.1032,1.84027,3.15161
1,41.9663,10.0579,13.9578,9.47094,5.41645,33.5448,9.1442,14.1294,7.68465,4.83011,26.9648,25.9492,21.4023,34.6238,28.6323,40.9763,15.0804,13.7015,8.96634,3.78831,29.0738,12.6998,16.0104,4.84005,3.87444
1,29.4208,4.84923,15.4749,8.87982,7.85928,22.2372,7.03173,14.9727,6.67474,6.53761,28.127,23.4745,13.2461,43.414,35.3197,40.0123,7.49211,16.6554,8.3443,4.40695,17.6266,7.38977,21.2906,3.78836,4.74869
1,37.0729,8.14174,11.4425,2.76383,3.2917,30.1359,12.3084,11.8613,2.68943,3.08079,17.7678,18.2199,6.85803,14.032,15.0675,90.4793,10.9931,16.6492,4.55408,2.48183,21.8439,7.4306,16.3938,2.77789,2.20239
1,67.0493,15.7245,8.40253,2.56281,2.28655,41.582,9.10103,7.72021,2.02818,2.13255,7.29267,5.16887,7.76977,5.70612,9.03175,83.9885,10.9766,14.1421,3.13939,2.48184,47.8254,13.5418,7.13051,3.96561,1.91497
1,104.542,28.5328,11.6479,4.20941,2.65175,37.0509,12.8751,11.1162,3.23101,2.2811,34.1333,16.1167,15.8807,9.93394,12.7187,54.2218,17.6554,9.17955,3.09568,3.04734,67.1967,20.2674,9.91915,4.26226,2.3152
1,42.67,12.4821,6.65426,7.18182,4.31503,20.4648,9.87811,6.65839,5.46115,3.65628,34.7548,16.6684,12.3533,19.3866,16.75,42.2095,17.2528,8.58524,6.07955,2.89995,29.2721,10.9941,8.15589,7.41691,3.91594
1,12.3561,2.44436,4.54916,7.20715,3.75698,12.1404,9.86363,6.80855,4.3186,2.45552,9.9035,5.95395,5.21457,9.79882,25.2076,18.9998,8.61427,8.20566,6.71112,2.63789,7.55297,4.36605,6.5017,7.33465,3.45072
1,22.3073,7.87089,8.9604,5.18053,2.39027,16.7948,8.46086,6.0618,3.67697,1.34496,8.07463,5.41046,9.66738,10.5804,23.8574,14.7882,12.8414,9.2189,5.68853,2.15347,18.8303,11.7345,8.72334,4.98866,2.24067
1,25.5415,15.3065,12.235,3.50968,2.4858,14.9126,6.81102,7.81517,3.84654,2.28151,9.60874,20.3902,54.0385,24.2015,15.7833,20.5107,16.9628,8.30717,3.9993,3.17353,25.9872,14.9729,11.8352,2.37054,2.13986
1,36.6053,12.7864,10.5972,5.99052,5.73287,25.3866,12.0871,14.5738,7.07993,5.32195,15.1697,33.872,87.3701,29.5022,24.9841,26.7395,9.24843,7.12616,5.77149,4.89586,31.7349,12.832,11.5196,7.06375,4.46384
1,36.0182,9.6549,13.2346,6.25397,5.23456,27.8484,10.25,9.86488,5.45134,4.77588,8.82024,29.0224,53.9554,22.1303,22.9443,29.9809,7.16852,7.82314,5.19023,3.42201,30.6162,12.218,10.3854,7.12043,4.9624
1,23.4417,9.085,6.15025,4.73999,2.26041,22.7369,9.23455,6.34508,4.54699,1.9645,12.5226,14.0383,13.693,10.8785,18.4078,38.3732,12.4401,5.39277,5.98683,1.95439,22.219,6.79661,5.13993,4.95356,2.55089
1,63.2947,14.6589,10.9271,5.5982,2.4289,52.7845,17.1979,12.3707,6.82168,2.13612,11.1704,11.7097,7.5666,10.7442,12.2511,74.5476,42.3219,16.3114,9.06619,3.42089,59.1779,17.2953,14.5046,7.21867,2.72806
1,132.721,28.359,18.0573,6.45481,4.97474,131.533,28.7151,18.8576,5.47865,3.31054,18.4947,10.1257,13.5016,8.85915,9.70719,135.712,61.4703,18.8605,7.8932,4.65323,130.156,30.5195,16.6843,6.98115,4.94266
1,204.858,32.8941,20.2267,13.0126,6.89898,172.039,32.8891,23.8697,9.71976,5.25509,34.2168,9.26151,14.1411,8.26466,8.49259,196.457,39.8277,19.6686,10.43,6.91055,171.301,28.3573,12.5417,11.6004,6.93575
1,224.193,50.9541,15.9135,14.2092,8.62559,95.2383,41.4211,16.3151,9.62299,6.69732,50.1148,23.509,12.8629,10.1834,15.462,136.213,47.5754,22.894,10.5532,9.04333,154.878,45.5735,13.1349,13.2031,7.38031
1,156.01,54.7996,30.4613,14.5795,10.2696,88.5258,33.2895,27.6116,8.92369,7.42344,67.0756,51.5329,16.9974,10.4452,21.1785,114.656,46.6857,30.8287,10.4225,8.22831,117.478,50.4195,24.4056,10.7663,8.94229
1,97.2381,17.2607,18.1681,10.9601,9.07847,56.8007,11.3569,13.7424,6.96163,7.73245,82.1044,48.2151,16.549,11.9671,17.8658,78.3894,21.157,14.6951,5.57458,6.73756,60.9535,16.5527,11.4717,6.0888,8.06205
1,104.534,14.3821,12.4349,11.6072,5.71248,65.1743,12.5643,9.94058,8.18949,5.0229,45.3676,16.1953,20.2655,25.7493,17.7451,79.5576,20.3456,13.0097,4.48626,4.94607,71.6258,14.7882,12.7942,7.75595,5.2159
1,79.6769,26.9007,21.1651,10.6224,4.9233,46.0726,19.8688,16.7916,6.79245,3.70475,15.4001,7.47857,14.7024,22.6668,22.8854,61.5465,24.1995,16.5291,6.28577,3.91038,57.6273,22.3431,17.4466,7.01456,4.64626
1,29.3823,21.3165,10.0818,5.65153,5.09806,22.9487,20.8359,8.24436,4.56247,4.06568,7.97515,4.78217,4.28967,21.1429,24.5318,42.5969,21.7846,11.3283,6.62157,4.37925,36.4625,17.8346,7.07581,5.26224,4.4365
1,24.0799,18.9203,9.76996,5.69881,3.75908,21.6365,25.3985,11.0176,5.51587,3.34117,11.3142,5.38311,3.47159,23.0568,23.3393,45.0892,24.9631,15.3189,7.3344,3.68868,35.4608,18.3638,8.51768,4.20779,3.50755
1,33.3161,27.5814,15.312,7.79804,4.13611,20.5058,34.0611,16.7151,8.15955,3.79313,16.884,9.96079,5.98746,35.267,16.887,59.6409,21.8689,15.4764,8.69945,3.60954,39.588,30.3168,11.4601,5.31476,2.84742
1,48.5106,16.8056,14.3322,7.52894,3.60838,27.802,14.3706,14.6927,6.92489,2.72616,14.1702,13.2454,9.43078,37.4657,14.5929,60.073,13.6886,10.962,11.2618,2.72578,45.668,14.5813,14.146,7.71997,2.29826
1,66.5048,16.349,13.4777,8.75319,3.10954,38.0603,10.5012,15.8665,7.64508,2.48558,26.9264,18.4139,14.4864,35.1226,10.457,58.5296,17.6076,9.17796,11.1022,3.4618,65.5943,19.1346,17.0413,10.7109,2.75535
1,51.8194,34.0515,10,5.69937,3.93358,37.7465,18.0563,12.5924,5.91681,3.56871,41.8442,57.4321,27.5833,24.5914,9.40947,52.0783,36.6389,6.68056,8.56821,5.17485,53.6176,45.3241,9.17583,7.0475,3.61481
1,35.7591,25.3372,23.7755,5.29374,4.05353,25.2812,15.1237,26.1746,4.98333,3.46438,25.6445,55.9188,34.9588,19.0307,6.91437,24.8164,26.6243,11.8425,8.01819,5.07068,27.3295,32.5615,18.3074,5.10415,3.60485
1,54.601,31.2507,23.4828,8.28271,4.7652,30.2226,23.7692,23.5316,6.31253,4.07071,27.6843,39.7587,28.691,15.6703,5.17399,39.2425,30.4543,17.3547,9.59469,4.84481,35.0454,33.7734,25.5517,7.35031,4.08766
1,59.0708,22.268,14.417,8.90489,2.48682,33.6378,23.7936,13.7775,6.53346,2.77721,25.6549,54.6813,30.1855,17.0866,5.60288,42.5802,27.1232,12.8417,6.71698,2.94019,38.6777,25.0086,12.4229,6.51816,2.50531
1,76.9959,16.0826,16.7703,9.2267,2.87515,26.9012,20.7522,10.539,7.7441,2.25455,35.0326,50.7401,41.4914,20.973,6.12185,46.1258,17.2211,11.8888,8.25892,2.22182,53.0985,14.2071,12.6843,7.15032,2.02154
1,72.5044,10.5152,13.7911,8.58491,3.78009,48.4525,14.234,10.1089,7.0663,2.52763,43.348,47.5038,44.5331,25.7988,5.70379,70.1601,11.3893,14.7536,7.35832,3.69992,43.1003,9.40694,14.5812,8.79646,3.03757
1,63.8901,9.69806,9.67794,7.08956,3.21947,51.2777,8.4684,8.3806,5.46796,2.31118,45.9483,29.2679,36.1212,23.4213,5.1081,72.9453,15.8737,11.7128,5.32083,3.78862,32.7118,7.62023,12.8947,6.71414,3.83608
1,90.8076,23.4846,11.1299,6.84843,2.67482,56.9012,15.4504,9.87117,6.00974,3.16507,36.4774,20.46,32.484,17.713,4.69439,100.669,24.6672,16.7383,4.98052,3.83161,68.0326,20.4921,12.2453,5.68063,3.84847
1,114.246,41.5245,10.9422,6.18535,3.22489,74.4354,29.3168,9.81434,8.547,4.21018,23.3114,18.0947,52.4322,13.7167,7.08872,119.226,38.3963,19.3405,5.54846,3.35159,93.9874,35.8777,9.61626,6.33966,3.29684
1,104.375,52.2949,6.10854,4.86347,3.29104,69.2393,35.9138,6.00336,7.04544,3.38237,14.0323,42.4856,39.8525,11.5284,6.73162,101.195,46.5967,8.64992,4.90262,2.66682,80.7009,34.9344,4.85039,7.34855,2.73063
1,116.664,37.3554,9.45948,4.61799,4.15274,68.0926,32.7775,9.27875,4.71471,4.18135,37.2122,41.2183,26.5162,9.39,6.3328,100.835,32.7549,10.6033,2.87813,3.4392,93.2143,28.1206,9.39378,5.52594,4.51176
1,67.1612,26.1772,12.845,6.75185,3.23003,47.2674,27.9827,7.80291,4.83224,3.2371,61.4714,14.2889,16.076,6.91761,4.73006,47.8837,29.1582,10.5223,5.46986,2.45636,52.0125,21.9029,8.81545,6.13408,3.94756
1,28.6402,15.6582,8.46519,3.94088,1.91546,24.5049,17.5801,3.41114,3.527,1.97916,56.0885,26.6443,14.4212,8.0837,2.89604,13.6367,18.2211,8.27088,6.3712,2.01199,28.4079,8.44595,6.73075,2.76367,2.0749
1,45.9794,16.8367,11.1518,2.79983,2.31831,30.66,13.7459,8.36903,2.63216,1.78878,29.5109,67.316,24.2122,16.1664,2.43286,40.1402,13.0365,11.6584,5.21587,2.02997,32.2313,16.4283,13.531,2.64251,2.43101
1,47.032,27.5371,16.4498,4.63287,2.54744,28.415,18.5315,15.7742,3.19892,2.00472,20.9539,78.6544,26.59,12.9794,5.52271,43.675,17.2121,15.4401,6.17538,2.18362,32.0333,35.4599,18.7091,3.65093,2.37526
1,52.1185,13.6646,9.65697,6.21454,2.72485,27.7891,10.215,8.81316,5.09766,2.30824,45.1439,35.1999,17.7059,6.9473,6.80441,41.3013,11.8707,6.31846,7.66197,2.91751,30.9716,20.1519,11.2325,4.54464,2.29603
1,47.8573,13.2347,4.91317,6.4573,2.49722,34.8736,10.9496,3.95448,6.24269,1.84545,47.4376,16.2365,22.4095,10.1563,5.0578,44.9934,7.37351,2.31969,8.08164,2.65402,39.1216,13.9293,6.29957,5.11356,2.01742
1,56.5933,13.7321,10.7994,3.78117,2.42217,36.2898,9.50952,6.47714,3.83717,1.93113,50.6786,32.9491,26.3774,17.3586,4.30995,39.7373,8.29959,5.17277,5.73481,2.39464,37.4346,8.39771,7.31068,5.33685,1.55355
1,155,21.7099,19.1819,3.27955,2.61787,20.2878,10.5837,7.06031,4.11015,2.08896,41.2497,33.3137,18.0139,22.5475,5.34184,29.7189,22.3286,15.3149,4.88531,2.00657,76.2958,19.8913,11.6201,5.69145,2.17452
1,122.463,21.4569,9.86305,4.14779,2.53611,14.9318,11.7008,4.34006,3.87785,2.44103,40.907,44.5388,8.30715,10.8784,5.28215,26.5966,22.0053,9.30736,4.67635,1.49054,70.0556,21.6178,6.50518,5.26789,2.2634
1,30.6002,25.5772,8.124,4.42944,2.54423,13.4942,14.8712,8.50775,3.29938,2.2237,28.0323,39.8408,7.03313,5.01015,6.92205,23.2515,23.9359,7.06862,4.12643,1.45329,31.5809,29.5094,9.66085,3.65578,2.9059
1,26.8952,28.9156,7.52812,4.08713,2.57703,15.9968,20.9588,12.72,4.45704,2.13857,30.1438,29.1686,7.64268,5.88889,7.07302,27.394,26.2213,7.64985,5.14747,1.78199,24.6018,28.337,8.84484,3.75458,3.08575
1,47.2884,23.0814,1.92431,2.99444,2.45489,23.0635,16.5656,8.09393,4.30863,2.01143,60.0477,16.8958,19.8096,7.90758,7.91669,37.9606,17.2913,4.63845,4.07155,1.56071,29.7075,22.1914,6.17188,4.01732,2.64286
1,53.5223,24.6871,3.86561,3.53726,3.16533,28.0785,18.9713,4.37323,3.8004,2.35831,72.3472,17.1228,22.4506,4.2596,10.0527,39.6416,24.3761,7.12526,3.16709,1.93666,36.3168,28.237,9.00943,3.98178,2.45824
1,31.2686,10.7233,7.83338,4.88815,4.99631,23.3889,9.67292,5.01281,3.1868,5.08955,84.2088,40.6628,21.1968,5.63777,22.1095,20.8845,10.2093,6.95347,2.68441,3.43813,27.1111,14.1474,6.88045,3.38424,5.11376
1,46.7954,11.2369,5.97685,4.6365,8.07614,34.2047,11.5335,4.16022,3.11758,8.33674,49.8848,75.294,39.9578,19.8101,38.963,38.8834,16.9728,6.42908,1.71085,6.09453,44.5017,19.9152,6.9541,2.55629,8.81037
1,44.5935,14.61,11.5003,3.14232,4.20553,28.2162,9.46224,7.4174,2.78896,3.93819,59.2485,48.459,23.5457,14.5832,20.9218,34.416,20.5142,7.50643,2.68888,3.51648,43.514,23.3852,9.21536,2.63464,4.35205
1,108.764,32.0755,17.5444,4.77603,2.06202,36.1658,13.5473,12.8397,5.74188,2.06329,49.0111,25.2122,19.6778,14.7665,11.0643,40.2392,13.8814,6.47519,4.43768,1.82524,72.1006,30.5687,11.8368,4.04646,1.95982
1,119.665,22.0838,12.0624,4.61927,3.05234,94.5614,17.7172,12.4256,4.45394,2.46342,41.3266,25.6253,13.1822,16.3433,7.36842,96.5119,8.03804,7.41258,4.14033,2.72627,114.271,20.5273,10.4146,4.08415,2.58934
1,91.9248,8.5604,4.64159,3.53749,2.39783,104.68,10.7745,6.55305,3.00957,2.0313,31.6375,15.0733,8.03683,23.3843,11.7864,97.8778,11.5834,5.65992,4.66925,2.92473,103.031,8.62268,4.85023,3.5682,2.09845
1,40.704,8.85789,8.06066,3.22288,1.34426,51.3051,7.02096,7.08367,2.0101,1.48761,13.995,7.66216,11.8654,7.85868,22.4237,52.3055,15.4062,7.17304,3.97627,2.02983,43.0478,7.50299,8.0916,3.22456,1.50944
1,40.586,10.6245,15.1504,2.23297,1.40112,43.8013,7.62018,10.5755,1.52096,1.25456,15.4945,8.6708,8.82617,3.91842,26.2598,47.3812,9.54384,12.0327,2.2359,1.48222,37.1295,8.55471,13.7299,1.96144,1.42692
1,55.2569,12.2517,19.2776,2.77589,1.80168,52.0974,7.74534,15.7587,3.19457,1.46673,10.5738,5.46058,4.51473,12.0372,26.1784,42.0576,7.73956,16.6927,3.10053,1.43364,49.8648,14.2053,17.3745,2.38234,1.88058
1,63.3475,15.8577,10.7154,4.08184,2.01579,50.5077,10.5545,10.3754,4.18266,1.6355,7.64225,2.59917,5.66168,11.3778,23.3757,32.5786,12.2587,9.48353,5.13422,2.0347,73.0067,15.659,10.2629,3.39659,1.85589
1,51.0262,23.9045,6.27135,3.68568,2.25877,39.5995,14.8564,6.89279,2.48584,1.41521,13.3815,5.0571,4.8475,5.04946,21.5579,40.3085,24.4431,7.03344,2.61361,2.07717,67.6517,18.3267,5.24272,2.62972,1.71907
1,26.8665,15.5211,4.00731,3.71783,2.37886,32.45,10.9333,5.01079,3.68646,1.73115,9.95729,23.3776,20.659,16.8769,13.2418,11.498,14.0601,6.21187,2.62256,1.935,28.7285,9.28266,1.97281,4.06041,1.27355
1,28.4721,14.478,6.91407,4.3075,4.26747,19.5307,8.46077,5.62542,4.07982,3.2296,21.5834,39.0418,29.4909,16.0001,13.2915,11.5903,6.28831,8.72111,4.19909,2.48424,22.5925,8.05406,5.75383,5.60052,3.06973
1,53.8616,28.1666,12.2048,7.05824,9.4913,21.1455,12.7496,10.5392,6.7907,8.1837,32.2411,21.8591,21.5186,19.3891,32.8027,33.8324,24.4897,10.1118,6.37696,4.16721,30.927,15.3132,9.68013,8.33956,8.28011
1,48.4021,17.032,18.192,6.49541,5.51066,43.0241,14.7069,17.2473,7.40128,4.81461,27.6381,24.4349,22.1459,12.4157,15.1536,55.2731,30.7836,10.2261,6.07444,3.62947,46.6503,19.6383,17.5129,6.96834,4.73995
1,53.5806,16.9883,12.8369,3.70433,2.78376,54.0549,13.6266,12.4723,4.36207,2.30211,39.6852,25.6039,17.4502,11.0016,6.92523,67.1782,13.6879,8.27058,2.80059,3.18324,50.9205,17.0307,13.1244,3.74016,2.25177
1,117.6,20.8881,8.80385,3.35829,2.37587,76.2799,14.6707,8.07468,2.68532,1.73246,23.3926,9.64025,9.01947,11.8865,6.5547,76.2218,10.2923,10.3564,2.94131,2.48999,63.8047,21.6135,8.73312,2.76589,1.57583
1,68.9809,10.5454,9.67719,4.60916,1.58655,42.9104,10.0055,8.31176,2.29745,1.23783,18.7637,7.65896,7.59452,6.262,3.25344,32.0218,6.75082,11.7556,3.42832,1.71542,39.8574,12.9826,14.3754,2.95938,1.52456
1,20.1295,10.5528,10.3187,4.49728,1.26357,28.726,14.1471,10.1967,3.11235,1.12492,6.54911,6.92531,9.48528,6.00767,3.64532,17.465,12.8743,7.48725,3.18594,1.1221,24.0358,8.91482,12.0302,3.29411,1.3147
1,35.3936,16.434,6.17109,2.01649,1.56933,32.9302,12.5637,9.93239,2.36549,1.53146,3.92565,4.98894,6.15413,3.95258,3.73611,20.3675,16.3764,4.28657,2.09989,1.28534,34.8752,12.4032,5.70136,2.29569,1.55154
1,68.6807,19.712,7.1964,2.49707,2.23056,53.0204,17.319,11.1387,2.33454,2.11527,10.4085,8.58518,12.1296,5.45304,6.90559,37.3805,15.9153,6.81438,2.77024,1.78231,77.9365,17.062,6.74847,3.32398,1.95545
1,61.2391,20.0553,5.75914,2.86585,2.33716,44.2314,17.4927,7.62322,2.35198,1.85715,11.2043,13.0273,11.137,3.0896,18.1401,30.6961,13.5507,8.25073,3.12444,2.39834,74.7072,17.9467,5.58325,2.6174,2.34677
1,47.2165,23.9947,8.63599,2.9344,2.88566,29.5544,17.514,7.62924,2.52802,1.90647,8.83952,12.0432,6.42311,8.05874,24.081,17.5797,14.2487,13.2005,3.12788,2.88616,53.7746,22.3567,6.31714,1.89966,2.25464
1,26.2032,24.6872,7.98367,3.67602,2.94146,17.6948,9.51133,3.77528,3.14869,2.49743,7.49458,16.3828,14.1844,27.9098,11.986,15.6029,15.0015,12.5558,3.44279,2.72166,26.1008,20.0304,6.7979,2.94074,1.93171
1,27.2603,13.4943,10.1908,3.51657,2.06148,14.792,5.85958,4.86154,2.33153,2.30055,18.9028,33.8341,22.2972,22.1434,5.64597,39.5587,14.596,9.02255,5.422,2.05311,15.8908,8.74556,8.4453,3.68605,1.15206
1,109.086,19.1487,6.45037,3.88901,1.47928,20.5288,15.0457,6.97824,1.33564,1.92409,14.7377,24.2946,9.92492,12.9101,6.99826,45.8528,19.7701,8.25447,7.1309,1.56254,47.084,10.2963,7.64837,3.97538,1.15079
1,111.692,28.7351,9.24169,5.7791,2.37314,42.8901,25.0738,12.5492,3.84435,1.99036,10.8843,12.9079,5.70198,9.69899,7.5582,58.97,24.5126,13.4775,5.70685,1.95205,76.1648,16.4665,8.95969,5.49914,1.67026
1,293.484,77.8433,18.4242,9.08641,3.14007,260.164,59.8261,19.092,6.92846,1.65695,37.018,12.2003,8.0127,5.54014,6.8468,239.314,77.9918,24.3567,8.58379,2.91019,299.469,70.1394,18.2889,8.29406,2.59156
1,364.294,103.904,29.3024,8.3531,4.19535,644.953,159.532,34.4747,9.1517,3.09304,66.5632,24.6667,11.5843,4.66698,5.26232,371.598,99.9793,33.2847,9.10117,3.96254,368.986,104.757,28.0185,9.43231,4.17138
1,78.7461,19.1201,20.3616,5.0493,4.30594,479.572,211.888,28.6873,7.68284,3.78884,24.8368,20.3919,10.1992,3.6557,5.10619,79.0632,15.7591,23.7524,7.13102,2.91228,81.4292,25.1496,24.7455,7.63403,3.83224
1,60.7448,13.5257,14.6213,7.36284,3.7424,129.919,67.3459,16.2754,8.1384,2.89309,15.5769,10.9299,8.99065,3.30532,6.22002,52.5725,14.6972,20.7555,8.86574,3.31102,109.287,24.558,24.2641,9.65129,3.96964
1,96.2064,24.3904,10.5035,9.46068,4.20391,106.7,20.1278,15.9892,9.52016,3.06135,24.5478,9.64976,6.88385,3.80436,12.7379,100.908,35.7138,19.8423,9.83936,4.13139,121.039,35.4763,18.735,10.6194,4.25646
1,74.9184,77.5017,24.1667,10.0206,4.34118,88.5473,63.4685,21.9338,8.48226,3.1922,23.5042,20.5008,9.14694,6.30461,16.2366,81.4896,87.2693,25.4152,9.19622,4.08974,81.9268,71.565,32.9987,9.80852,3.9727
1,21.2936,43.2871,37.1492,12.2444,4.51204,23.7157,34.6117,30.0341,8.69413,3.42098,40.2515,27.4704,10.3682,6.78003,13.6333,24.8107,42.4089,30.4254,10.0637,5.08858,31.5528,38.0692,33.7043,8.72295,5.08191
1,23.284,21.5601,27.3062,9.66455,5.07336,17.2381,18.1123,17.9235,6.14365,4.01454,40.3076,33.1683,12.412,13.4347,11.1077,24.8964,16.9793,27.2607,9.84742,4.50034,44.1442,35.4496,25.0523,8.41372,5.63128
1,67.585,30.4309,24.7548,6.37341,3.03189,48.8294,30.1825,14.3477,3.18869,2.43803,17.4476,25.7541,17.8233,18.9662,8.60144,59.7853,22.3804,21.7851,7.0287,2.84312,70.2985,42.0092,27.4768,6.50718,3.26386
1,73.1035,16.3453,23.6686,4.66668,3.48879,70.5886,14.6341,17.0614,3.19375,2.09546,10.4505,8.86632,8.66042,11.6596,15.2094,57.5855,14.4155,18.0176,3.41344,2.8378,66.3283,17.7146,25.8962,5.36054,2.78215
1,53.0613,30.3773,22.6016,6.57214,4.23907,58.0113,21.4227,14.9425,7.44752,2.42062,12.2446,9.30716,5.88419,12.2819,18.161,52.8984,25.4222,20.7771,5.11695,4.10982,54.349,29.479,22.3516,4.8368,3.61538
1,59.7586,43.5622,23.1917,9.3319,4.66871,74.1888,26.3648,14.2791,11.2278,3.53714,12.9049,13.5864,10.2899,10.401,16.8882,72.1703,39.2124,16.7366,7.32146,5.31429,65.2011,35.3291,19.9751,6.06705,4.54732
1,58.1261,29.5881,22.03,8.92726,4.4347,146.764,15.3146,18.7552,9.27596,4.59569,12.3652,12.0854,6.40159,16.249,17.4492,56.9756,28.9186,13.9335,8.77552,5.02229,54.1577,26.0451,17.0942,7.91447,4.70841
1,111.092,33.807,16.1992,16.3991,3.49442,149.332,36.9075,16.8059,16.0691,3.67741,22.6195,18.4241,8.32866,29.4666,9.13253,95.957,25.9308,10.7981,17.2302,3.50797,93.264,23.7111,11.3975,17.3607,3.97139
1,74.316,45.499,13.7623,13.4241,3.95049,57.9905,34.1803,15.2222,11.7623,3.30413,14.7897,21.6127,10.7229,20.079,6.99887,66.0344,47.3411,15.8839,14.9561,4.30883,58.8125,26.3077,9.91376,14.2316,4.61889
1,66.1981,49.8237,19.0541,8.68085,3.93676,34.1562,32.6116,19.3533,6.76541,3.56371,7.39676,11.6723,5.87986,16.9311,13.767,57.6333,52.4498,19.4393,10.2349,4.66288,39.1695,40.0885,14.0563,7.58733,4.36349
1,59.9617,30.017,22.1534,9.36894,3.56154,43.2324,23.1669,18.4149,6.03571,3.55994,9.78379,5.32341,3.16146,9.56513,17.4833,63.3169,35.0793,22.5676,7.20455,3.37614,43.156,35.924,24.0555,8.14121,3.22853
1,53.4739,21.28,16.7512,13.8398,3.46758,51.5607,16.2281,12.2928,9.89367,3.75242,13.9046,6.57099,4.70326,4.88542,16.2927,88.8839,26.6579,20.2734,9.6661,3.05253,63.0378,30.5727,16.2597,10.4257,3.57396
1,98.8252,19.1456,24.4435,15.6786,3.28951,45.4422,17.9162,22.93,12.5926,2.82809,9.94367,5.49133,3.97485,4.59236,13.3601,80.4026,22.5478,26.4594,14.5479,3.15848,96.2686,22.8123,22.0146,12.4144,3.91232
1,203.848,23.8252,33.0679,8.33829,4.13726,30.9496,20.9612,29.8118,6.48763,3.48203,5.33144,4.03095,4.17248,4.23731,12.855,43.5832,21.8928,29.8585,9.67563,4.12145,139.905,18.8807,27.1368,7.64787,4.7715
1,82.8572,24.2079,18.1867,4.79551,4.39011,20.497,28.9765,16.2115,4.50857,4.48154,5.0481,6.63862,4.67529,5.42432,15.0361,31.5658,27.9916,18.4859,9.49774,3.95974,58.3913,23.9906,16.0713,6.10906,4.53581
-1,40.5904,18.7935,4.88063,2.4453,1.74995,24.0162,11.5385,4.73272,3.29196,1.36625,7.93199,6.97966,8.40658,4.77538,1.42173,31.552,14.215,12.4148,2.5018,1.49858,30.9589,18.0521,11.1907,5.79123,1.41302
-1,43.5756,19.4057,6.39053,3.55147,2.40615,42.9896,11.2099,7.06912,3.6833,1.86747,16.6907,5.765,13.6299,4.05987,1.42401,37.9821,20.2225,8.0344,3.20704,2.23295,39.3569,17.9916,6.57567,4.18322,1.41556
-1,47.7995,10.2762,8.1224,4.19821,1.77773,50.8536,7.64402,7.95764,2.99513,1.57309,21.5908,4.83592,5.97383,3.92917,1.47857,57.7412,9.18033,7.79043,3.43993,1.79864,48.4224,11.2179,10.2741,3.85199,0.94286
-1,26.8478,7.3877,8.15943,3.42444,1.50458,28.959,9.72738,8.66551,3.36411,1.37805,13.2458,4.19839,5.74955,7.37978,1.49678,33.5878,4.96287,7.09411,4.02479,1.52968,27.2646,8.98353,10.7611,4.72792,1.00473
-1,19.0575,4.18403,4.64981,4.45182,1.35681,14.6388,9.90924,6.16292,5.37793,1.14917,9.68213,2.69503,3.38073,8.17421,1.4828,12.8576,3.98739,4.85077,5.84877,1.38177,13.9069,5.46225,8.51531,8.04424,1.55944
-1,98.0448,18.5262,8.0565,6.31697,1.74049,16.311,17.4133,8.68529,8.26638,1.59792,7.62901,5.44589,5.00734,4.95235,1.62141,14.041,8.16614,4.51093,7.02426,2.13514,73.0434,13.381,11.5754,8.8745,2.10345
-1,115.143,22.291,10.0867,5.38985,1.38299,13.9254,17.2436,11.5666,7.24073,1.44429,5.95142,7.7139,4.70718,5.48189,1.7848,17.7122,13.0719,4.95317,5.10759,2.11401,86.6355,16.9277,12.1551,5.91263,1.53151
